gene,accession,condition
Ryr3,Acc3,Obesity/GLP-1R
S100a1,Acc3,Obesity/GLP-1R
Sacm1l,Acc3,Obesity/GLP-1R
Sacs,Acc3,Obesity/GLP-1R
Safb2,Acc3,Obesity/GLP-1R
Sall1,Acc3,Obesity/GLP-1R
Sall2,Acc3,Obesity/GLP-1R
Samd12,Acc3,Obesity/GLP-1R
Samd5,Acc3,Obesity/GLP-1R
Samd8,Acc3,Obesity/GLP-1R
Samtor,Acc3,Obesity/GLP-1R
Sanbr,Acc3,Obesity/GLP-1R
Sar1b,Acc3,Obesity/GLP-1R
Sarm1,Acc3,Obesity/GLP-1R
Sash1,Acc3,Obesity/GLP-1R
Sat1,Acc3,Obesity/GLP-1R
Sbsn,Acc3,Obesity/GLP-1R
Sc5d,Acc3,Obesity/GLP-1R
Scaf1,Acc3,Obesity/GLP-1R
Scaf11,Acc3,Obesity/GLP-1R
Scaf8,Acc3,Obesity/GLP-1R
Scai,Acc3,Obesity/GLP-1R
Scamp1,Acc3,Obesity/GLP-1R
Scand1,Acc3,Obesity/GLP-1R
Scd1,Acc3,Obesity/GLP-1R
Scd2,Acc3,Obesity/GLP-1R
Scg3,Acc3,Obesity/GLP-1R
Sclt1,Acc3,Obesity/GLP-1R
Scn4b,Acc3,Obesity/GLP-1R
Scn8a,Acc3,Obesity/GLP-1R
Scoc,Acc3,Obesity/GLP-1R
Scrn2,Acc3,Obesity/GLP-1R
Scrt2,Acc3,Obesity/GLP-1R
Scube1,Acc3,Obesity/GLP-1R
Sdcbp,Acc3,Obesity/GLP-1R
Sdf2l1,Acc3,Obesity/GLP-1R
Sdhaf3,Acc3,Obesity/GLP-1R
Sdk1,Acc3,Obesity/GLP-1R
Sdk2,Acc3,Obesity/GLP-1R
Sdsl,Acc3,Obesity/GLP-1R
Sec16a,Acc3,Obesity/GLP-1R
Sec22a,Acc3,Obesity/GLP-1R
Sec22c,Acc3,Obesity/GLP-1R
Sec23a,Acc3,Obesity/GLP-1R
Sec24a,Acc3,Obesity/GLP-1R
Sec61b,Acc3,Obesity/GLP-1R
Secisbp2l,Acc3,Obesity/GLP-1R
Sel1l,Acc3,Obesity/GLP-1R
Selenof,Acc3,Obesity/GLP-1R
Selenok,Acc3,Obesity/GLP-1R
Selenow,Acc3,Obesity/GLP-1R
Selplg,Acc3,Obesity/GLP-1R
Sema3d,Acc3,Obesity/GLP-1R
Sema4g,Acc3,Obesity/GLP-1R
Sema5a,Acc3,Obesity/GLP-1R
Sema6a,Acc3,Obesity/GLP-1R
Sema6c,Acc3,Obesity/GLP-1R
Sema6d,Acc3,Obesity/GLP-1R
Sema7a,Acc3,Obesity/GLP-1R
Senp5,Acc3,Obesity/GLP-1R
Senp8,Acc3,Obesity/GLP-1R
Septin2,Acc3,Obesity/GLP-1R
Septin7,Acc3,Obesity/GLP-1R
Serinc1,Acc3,Obesity/GLP-1R
Serinc5,Acc3,Obesity/GLP-1R
Serp1,Acc3,Obesity/GLP-1R
Serpinb1a,Acc3,Obesity/GLP-1R
Serpinb6a,Acc3,Obesity/GLP-1R
Serpind1,Acc3,Obesity/GLP-1R
Serpinf1,Acc3,Obesity/GLP-1R
Sestd1,Acc3,Obesity/GLP-1R
Set,Acc3,Obesity/GLP-1R
Setbp1,Acc3,Obesity/GLP-1R
Setd1b,Acc3,Obesity/GLP-1R
Setd6,Acc3,Obesity/GLP-1R
Setd7,Acc3,Obesity/GLP-1R
Setx,Acc3,Obesity/GLP-1R
Sez6,Acc3,Obesity/GLP-1R
Sez6l,Acc3,Obesity/GLP-1R
Sf3b2,Acc3,Obesity/GLP-1R
Sfi1,Acc3,Obesity/GLP-1R
Sfpq,Acc3,Obesity/GLP-1R
Sfrp1,Acc3,Obesity/GLP-1R
Sfrp5,Acc3,Obesity/GLP-1R
Sgcd,Acc3,Obesity/GLP-1R
Sgf29,Acc3,Obesity/GLP-1R
Sgip1,Acc3,Obesity/GLP-1R
Sgk1,Acc3,Obesity/GLP-1R
Sgk3,Acc3,Obesity/GLP-1R
Sgpp1,Acc3,Obesity/GLP-1R
Sgsh,Acc3,Obesity/GLP-1R
Sgta,Acc3,Obesity/GLP-1R
Sgtb,Acc3,Obesity/GLP-1R
Sh2b2,Acc3,Obesity/GLP-1R
Sh3bgrl3,Acc3,Obesity/GLP-1R
Sh3bp2,Acc3,Obesity/GLP-1R
Shank1,Acc3,Obesity/GLP-1R
Shank2,Acc3,Obesity/GLP-1R
Shc3,Acc3,Obesity/GLP-1R
Shc4,Acc3,Obesity/GLP-1R
Shfl,Acc3,Obesity/GLP-1R
Shisa7,Acc3,Obesity/GLP-1R
Siah1a,Acc3,Obesity/GLP-1R
Siah2,Acc3,Obesity/GLP-1R
Sik2,Acc3,Obesity/GLP-1R
Sik3,Acc3,Obesity/GLP-1R
Sike1,Acc3,Obesity/GLP-1R
Sipa1,Acc3,Obesity/GLP-1R
Sipa1l1,Acc3,Obesity/GLP-1R
Sipa1l3,Acc3,Obesity/GLP-1R
Sirt1,Acc3,Obesity/GLP-1R
Six4,Acc3,Obesity/GLP-1R
Ska2,Acc3,Obesity/GLP-1R
Skil,Acc3,Obesity/GLP-1R
Skp1,Acc3,Obesity/GLP-1R
Skp2,Acc3,Obesity/GLP-1R
Slain1,Acc3,Obesity/GLP-1R
Slc12a2,Acc3,Obesity/GLP-1R
Slc12a5,Acc3,Obesity/GLP-1R
Slc12a6,Acc3,Obesity/GLP-1R
Slc13a5,Acc3,Obesity/GLP-1R
Slc15a4,Acc3,Obesity/GLP-1R
Slc16a1,Acc3,Obesity/GLP-1R
Slc16a13,Acc3,Obesity/GLP-1R
Slc16a3,Acc3,Obesity/GLP-1R
Slc16a4,Acc3,Obesity/GLP-1R
Slc16a6,Acc3,Obesity/GLP-1R
Slc16a7,Acc3,Obesity/GLP-1R
Slc17a6,Acc3,Obesity/GLP-1R
Slc19a2,Acc3,Obesity/GLP-1R
Slc19a3,Acc3,Obesity/GLP-1R
Slc1a2,Acc3,Obesity/GLP-1R
Slc22a23,Acc3,Obesity/GLP-1R
Slc24a2,Acc3,Obesity/GLP-1R
Slc24a4,Acc3,Obesity/GLP-1R
Slc25a15,Acc3,Obesity/GLP-1R
Slc25a17,Acc3,Obesity/GLP-1R
Slc25a30,Acc3,Obesity/GLP-1R
Slc25a34,Acc3,Obesity/GLP-1R
Slc25a36,Acc3,Obesity/GLP-1R
Slc25a40,Acc3,Obesity/GLP-1R
Slc25a46,Acc3,Obesity/GLP-1R
Slc26a1,Acc3,Obesity/GLP-1R
Slc2a1,Acc3,Obesity/GLP-1R
Slc2a13,Acc3,Obesity/GLP-1R
Slc30a4,Acc3,Obesity/GLP-1R
Slc33a1,Acc3,Obesity/GLP-1R
Slc35a3,Acc3,Obesity/GLP-1R
Slc35a4,Acc3,Obesity/GLP-1R
Slc35a5,Acc3,Obesity/GLP-1R
Slc35c1,Acc3,Obesity/GLP-1R
Slc35d1,Acc3,Obesity/GLP-1R
Slc35e1,Acc3,Obesity/GLP-1R
Slc35e2,Acc3,Obesity/GLP-1R
Slc35f1,Acc3,Obesity/GLP-1R
Slc36a4,Acc3,Obesity/GLP-1R
Slc38a2,Acc3,Obesity/GLP-1R
Slc38a6,Acc3,Obesity/GLP-1R
Slc38a9,Acc3,Obesity/GLP-1R
Slc39a10,Acc3,Obesity/GLP-1R
Slc39a12,Acc3,Obesity/GLP-1R
Slc40a1,Acc3,Obesity/GLP-1R
Slc41a1,Acc3,Obesity/GLP-1R
Slc4a4,Acc3,Obesity/GLP-1R
Slc4a7,Acc3,Obesity/GLP-1R
Slc4a8,Acc3,Obesity/GLP-1R
Slc50a1,Acc3,Obesity/GLP-1R
Slc6a11,Acc3,Obesity/GLP-1R
Slc6a17,Acc3,Obesity/GLP-1R
Slc6a20a,Acc3,Obesity/GLP-1R
Slc6a6,Acc3,Obesity/GLP-1R
Slc7a11,Acc3,Obesity/GLP-1R
Slc7a2,Acc3,Obesity/GLP-1R
Slc7a5,Acc3,Obesity/GLP-1R
Slc7a6,Acc3,Obesity/GLP-1R
Slc8a1,Acc3,Obesity/GLP-1R
Slc8a2,Acc3,Obesity/GLP-1R
Slc9a6,Acc3,Obesity/GLP-1R
Slc9a7,Acc3,Obesity/GLP-1R
Slc9a9,Acc3,Obesity/GLP-1R
Slco1a4,Acc3,Obesity/GLP-1R
Slco1c1,Acc3,Obesity/GLP-1R
Slf2,Acc3,Obesity/GLP-1R
Slirp,Acc3,Obesity/GLP-1R
Slit1,Acc3,Obesity/GLP-1R
Slit2,Acc3,Obesity/GLP-1R
Slit3,Acc3,Obesity/GLP-1R
Slitrk2,Acc3,Obesity/GLP-1R
Slitrk4,Acc3,Obesity/GLP-1R
Slitrk5,Acc3,Obesity/GLP-1R
Slmap,Acc3,Obesity/GLP-1R
Slx4,Acc3,Obesity/GLP-1R
Smad4,Acc3,Obesity/GLP-1R
Smad9,Acc3,Obesity/GLP-1R
Smarca2,Acc3,Obesity/GLP-1R
Smarcad1,Acc3,Obesity/GLP-1R
Smarcal1,Acc3,Obesity/GLP-1R
Smarcc2,Acc3,Obesity/GLP-1R
Smc1a,Acc3,Obesity/GLP-1R
Smc4,Acc3,Obesity/GLP-1R
Smcr8,Acc3,Obesity/GLP-1R
Smdt1,Acc3,Obesity/GLP-1R
Smg1,Acc3,Obesity/GLP-1R
Smg6,Acc3,Obesity/GLP-1R
Smim11,Acc3,Obesity/GLP-1R
Smim14,Acc3,Obesity/GLP-1R
Smim3,Acc3,Obesity/GLP-1R
Smim30,Acc3,Obesity/GLP-1R
Smndc1,Acc3,Obesity/GLP-1R
Smox,Acc3,Obesity/GLP-1R
Smpdl3b,Acc3,Obesity/GLP-1R
Smurf2,Acc3,Obesity/GLP-1R
Snap23,Acc3,Obesity/GLP-1R
Snap25,Acc3,Obesity/GLP-1R
Snap91,Acc3,Obesity/GLP-1R
Snapc3,Acc3,Obesity/GLP-1R
Snapc4,Acc3,Obesity/GLP-1R
Sncg,Acc3,Obesity/GLP-1R
Sned1,Acc3,Obesity/GLP-1R
Snf8,Acc3,Obesity/GLP-1R
Snhg11,Acc3,Obesity/GLP-1R
Snrnp200,Acc3,Obesity/GLP-1R
Snrnp25,Acc3,Obesity/GLP-1R
Snrnp35,Acc3,Obesity/GLP-1R
Snrnp48,Acc3,Obesity/GLP-1R
Snrpa,Acc3,Obesity/GLP-1R
Snrpa1,Acc3,Obesity/GLP-1R
Snrpd1,Acc3,Obesity/GLP-1R
Snrpd2,Acc3,Obesity/GLP-1R
Snrpf,Acc3,Obesity/GLP-1R
Snrpg,Acc3,Obesity/GLP-1R
Sntg1,Acc3,Obesity/GLP-1R
Snx10,Acc3,Obesity/GLP-1R
Snx13,Acc3,Obesity/GLP-1R
Snx16,Acc3,Obesity/GLP-1R
Snx33,Acc3,Obesity/GLP-1R
Snx6,Acc3,Obesity/GLP-1R
Sobp,Acc3,Obesity/GLP-1R
Socs4,Acc3,Obesity/GLP-1R
Socs6,Acc3,Obesity/GLP-1R
Sorbs1,Acc3,Obesity/GLP-1R
Sorl1,Acc3,Obesity/GLP-1R
Sos1,Acc3,Obesity/GLP-1R
Sos2,Acc3,Obesity/GLP-1R
Sox10,Acc3,Obesity/GLP-1R
Sox21,Acc3,Obesity/GLP-1R
Sox6,Acc3,Obesity/GLP-1R
Sox9,Acc3,Obesity/GLP-1R
Sp1,Acc3,Obesity/GLP-1R
Sp2,Acc3,Obesity/GLP-1R
Sp3,Acc3,Obesity/GLP-1R
Sp4,Acc3,Obesity/GLP-1R
Sp7,Acc3,Obesity/GLP-1R
Spa17,Acc3,Obesity/GLP-1R
Spag9,Acc3,Obesity/GLP-1R
Spart,Acc3,Obesity/GLP-1R
Spast,Acc3,Obesity/GLP-1R
Spata1,Acc3,Obesity/GLP-1R
Spata9,Acc3,Obesity/GLP-1R
Spcs1,Acc3,Obesity/GLP-1R
Spcs3,Acc3,Obesity/GLP-1R
Specc1,Acc3,Obesity/GLP-1R
Spef1,Acc3,Obesity/GLP-1R
Speg,Acc3,Obesity/GLP-1R
Spen,Acc3,Obesity/GLP-1R
Spg11,Acc3,Obesity/GLP-1R
Spin1,Acc3,Obesity/GLP-1R
Spink10,Acc3,Obesity/GLP-1R
Spock3,Acc3,Obesity/GLP-1R
Spopl,Acc3,Obesity/GLP-1R
Sppl2a,Acc3,Obesity/GLP-1R
Sppl3,Acc3,Obesity/GLP-1R
Spred1,Acc3,Obesity/GLP-1R
Spry2,Acc3,Obesity/GLP-1R
Spry4,Acc3,Obesity/GLP-1R
Spryd7,Acc3,Obesity/GLP-1R
Spsb1,Acc3,Obesity/GLP-1R
Spsb2,Acc3,Obesity/GLP-1R
Sptan1,Acc3,Obesity/GLP-1R
Sptb,Acc3,Obesity/GLP-1R
Sptssa,Acc3,Obesity/GLP-1R
Spty2d1,Acc3,Obesity/GLP-1R
Sqle,Acc3,Obesity/GLP-1R
Srcap,Acc3,Obesity/GLP-1R
Srek1,Acc3,Obesity/GLP-1R
Srek1ip1,Acc3,Obesity/GLP-1R
Srgap3,Acc3,Obesity/GLP-1R
Srgn,Acc3,Obesity/GLP-1R
Srsf1,Acc3,Obesity/GLP-1R
Srsf10,Acc3,Obesity/GLP-1R
Srsf11,Acc3,Obesity/GLP-1R
Srsf2,Acc3,Obesity/GLP-1R
Srsf6,Acc3,Obesity/GLP-1R
Srsf7,Acc3,Obesity/GLP-1R
Ssh3,Acc3,Obesity/GLP-1R
Ssr3,Acc3,Obesity/GLP-1R
Sst,Acc3,Obesity/GLP-1R
St13,Acc3,Obesity/GLP-1R
St18,Acc3,Obesity/GLP-1R
St6gal2,Acc3,Obesity/GLP-1R
St6galnac5,Acc3,Obesity/GLP-1R
St8sia1,Acc3,Obesity/GLP-1R
St8sia4,Acc3,Obesity/GLP-1R
Stab1,Acc3,Obesity/GLP-1R
Stab2,Acc3,Obesity/GLP-1R
Stag1,Acc3,Obesity/GLP-1R
Stag2,Acc3,Obesity/GLP-1R
Stam,Acc3,Obesity/GLP-1R
Stam2,Acc3,Obesity/GLP-1R
Stard13,Acc3,Obesity/GLP-1R
Stard3nl,Acc3,Obesity/GLP-1R
Stard4,Acc3,Obesity/GLP-1R
Stat1,Acc3,Obesity/GLP-1R
Stc1,Acc3,Obesity/GLP-1R
Steap2,Acc3,Obesity/GLP-1R
Stk17b,Acc3,Obesity/GLP-1R
Stk26,Acc3,Obesity/GLP-1R
Stom,Acc3,Obesity/GLP-1R
Ston1,Acc3,Obesity/GLP-1R
Ston2,Acc3,Obesity/GLP-1R
Stox2,Acc3,Obesity/GLP-1R
Stradb,Acc3,Obesity/GLP-1R
Strap,Acc3,Obesity/GLP-1R
Strn,Acc3,Obesity/GLP-1R
Stub1,Acc3,Obesity/GLP-1R
Stx12,Acc3,Obesity/GLP-1R
Stx1b,Acc3,Obesity/GLP-1R
Stx4a,Acc3,Obesity/GLP-1R
Stx7,Acc3,Obesity/GLP-1R
Stxbp5,Acc3,Obesity/GLP-1R
Stxbp5l,Acc3,Obesity/GLP-1R
Stxbp6,Acc3,Obesity/GLP-1R
Styx,Acc3,Obesity/GLP-1R
Sub1,Acc3,Obesity/GLP-1R
Suco,Acc3,Obesity/GLP-1R
Sugp1,Acc3,Obesity/GLP-1R
Sulf2,Acc3,Obesity/GLP-1R
Sult1a1,Acc3,Obesity/GLP-1R
Sumf2,Acc3,Obesity/GLP-1R
Sun2,Acc3,Obesity/GLP-1R
Supt16,Acc3,Obesity/GLP-1R
Supt20,Acc3,Obesity/GLP-1R
Supt5,Acc3,Obesity/GLP-1R
Supt6,Acc3,Obesity/GLP-1R
Suz12,Acc3,Obesity/GLP-1R
Svil,Acc3,Obesity/GLP-1R
Swt1,Acc3,Obesity/GLP-1R
Syap1,Acc3,Obesity/GLP-1R
Sycp3,Acc3,Obesity/GLP-1R
Syn3,Acc3,Obesity/GLP-1R
Syncrip,Acc3,Obesity/GLP-1R
Syne4,Acc3,Obesity/GLP-1R
Synj1,Acc3,Obesity/GLP-1R
Synj2,Acc3,Obesity/GLP-1R
Synrg,Acc3,Obesity/GLP-1R
Sypl1,Acc3,Obesity/GLP-1R
Syt12,Acc3,Obesity/GLP-1R
Syt4,Acc3,Obesity/GLP-1R
Sytl2,Acc3,Obesity/GLP-1R
Sytl5,Acc3,Obesity/GLP-1R
Tab3,Acc3,Obesity/GLP-1R
Taf1d,Acc3,Obesity/GLP-1R
Taf3,Acc3,Obesity/GLP-1R
Taf4b,Acc3,Obesity/GLP-1R
Taf9,Acc3,Obesity/GLP-1R
Taf9b,Acc3,Obesity/GLP-1R
Tafa2,Acc3,Obesity/GLP-1R
Tagln,Acc3,Obesity/GLP-1R
Tamalin,Acc3,Obesity/GLP-1R
Tanc1,Acc3,Obesity/GLP-1R
Tanc2,Acc3,Obesity/GLP-1R
Taok1,Acc3,Obesity/GLP-1R
Tapt1,Acc3,Obesity/GLP-1R
Tarbp2,Acc3,Obesity/GLP-1R
Tardbp,Acc3,Obesity/GLP-1R
Tars3,Acc3,Obesity/GLP-1R
Tasor,Acc3,Obesity/GLP-1R
Tatdn3,Acc3,Obesity/GLP-1R
Tbc1d12,Acc3,Obesity/GLP-1R
Tbc1d19,Acc3,Obesity/GLP-1R
Tbc1d23,Acc3,Obesity/GLP-1R
Tbc1d5,Acc3,Obesity/GLP-1R
Tbc1d9b,Acc3,Obesity/GLP-1R
Tbca,Acc3,Obesity/GLP-1R
Tbcc,Acc3,Obesity/GLP-1R
Tbck,Acc3,Obesity/GLP-1R
Tbl1xr1,Acc3,Obesity/GLP-1R
Tbxas1,Acc3,Obesity/GLP-1R
Tcea1,Acc3,Obesity/GLP-1R
Tcea2,Acc3,Obesity/GLP-1R
Tceal1,Acc3,Obesity/GLP-1R
Tceal3,Acc3,Obesity/GLP-1R
Tceal5,Acc3,Obesity/GLP-1R
Tceal6,Acc3,Obesity/GLP-1R
Tcf20,Acc3,Obesity/GLP-1R
Tchp,Acc3,Obesity/GLP-1R
Tcp11l1,Acc3,Obesity/GLP-1R
Tdp2,Acc3,Obesity/GLP-1R
Tdrd6,Acc3,Obesity/GLP-1R
Tecpr2,Acc3,Obesity/GLP-1R
Tekt4,Acc3,Obesity/GLP-1R
Tenm1,Acc3,Obesity/GLP-1R
Tenm2,Acc3,Obesity/GLP-1R
Tenm3,Acc3,Obesity/GLP-1R
Tenm4,Acc3,Obesity/GLP-1R
Tent2,Acc3,Obesity/GLP-1R
Tent4b,Acc3,Obesity/GLP-1R
Tep1,Acc3,Obesity/GLP-1R
Tesk1,Acc3,Obesity/GLP-1R
Tet1,Acc3,Obesity/GLP-1R
Tex30,Acc3,Obesity/GLP-1R
Tfdp1,Acc3,Obesity/GLP-1R
Tfdp2,Acc3,Obesity/GLP-1R
Tfrc,Acc3,Obesity/GLP-1R
Tgds,Acc3,Obesity/GLP-1R
Tgfa,Acc3,Obesity/GLP-1R
Tgfbr1,Acc3,Obesity/GLP-1R
Thap1,Acc3,Obesity/GLP-1R
Thap2,Acc3,Obesity/GLP-1R
Thap3,Acc3,Obesity/GLP-1R
Thbs2,Acc3,Obesity/GLP-1R
Thoc1,Acc3,Obesity/GLP-1R
Thoc6,Acc3,Obesity/GLP-1R
Thoc7,Acc3,Obesity/GLP-1R
Thpo,Acc3,Obesity/GLP-1R
Thra,Acc3,Obesity/GLP-1R
Thrb,Acc3,Obesity/GLP-1R
Thsd4,Acc3,Obesity/GLP-1R
Thsd7a,Acc3,Obesity/GLP-1R
Thyn1,Acc3,Obesity/GLP-1R
Tial1,Acc3,Obesity/GLP-1R
Timm13,Acc3,Obesity/GLP-1R
Timm23,Acc3,Obesity/GLP-1R
Timm8b,Acc3,Obesity/GLP-1R
Timm9,Acc3,Obesity/GLP-1R
Tiparp,Acc3,Obesity/GLP-1R
Tirap,Acc3,Obesity/GLP-1R
Tjp1,Acc3,Obesity/GLP-1R
Tjp2,Acc3,Obesity/GLP-1R
Tlcd4,Acc3,Obesity/GLP-1R
Tle2,Acc3,Obesity/GLP-1R
Tle4,Acc3,Obesity/GLP-1R
Tln2,Acc3,Obesity/GLP-1R
Tlr3,Acc3,Obesity/GLP-1R
Tlr7,Acc3,Obesity/GLP-1R
Tm4sf1,Acc3,Obesity/GLP-1R
Tm7sf2,Acc3,Obesity/GLP-1R
Tm9sf2,Acc3,Obesity/GLP-1R
Tm9sf3,Acc3,Obesity/GLP-1R
Tma16,Acc3,Obesity/GLP-1R
Tmc4,Acc3,Obesity/GLP-1R
Tmcc3,Acc3,Obesity/GLP-1R
Tmed2,Acc3,Obesity/GLP-1R
Tmed7,Acc3,Obesity/GLP-1R
Tmem106b,Acc3,Obesity/GLP-1R
Tmem11,Acc3,Obesity/GLP-1R
Tmem120b,Acc3,Obesity/GLP-1R
Tmem123,Acc3,Obesity/GLP-1R
Tmem126a,Acc3,Obesity/GLP-1R
Tmem131,Acc3,Obesity/GLP-1R
Tmem141,Acc3,Obesity/GLP-1R
Tmem144,Acc3,Obesity/GLP-1R
Tmem145,Acc3,Obesity/GLP-1R
Tmem147,Acc3,Obesity/GLP-1R
Tmem165,Acc3,Obesity/GLP-1R
Tmem167,Acc3,Obesity/GLP-1R
Tmem168,Acc3,Obesity/GLP-1R
Tmem170,Acc3,Obesity/GLP-1R
Tmem178b,Acc3,Obesity/GLP-1R
Tmem184c,Acc3,Obesity/GLP-1R
Tmem191,Acc3,Obesity/GLP-1R
Tmem196,Acc3,Obesity/GLP-1R
Tmem208,Acc3,Obesity/GLP-1R
Tmem219,Acc3,Obesity/GLP-1R
Tmem229a,Acc3,Obesity/GLP-1R
Tmem230,Acc3,Obesity/GLP-1R
Tmem241,Acc3,Obesity/GLP-1R
Tmem258,Acc3,Obesity/GLP-1R
Tmem263,Acc3,Obesity/GLP-1R
Tmem30a,Acc3,Obesity/GLP-1R
Tmem33,Acc3,Obesity/GLP-1R
Tmem39a,Acc3,Obesity/GLP-1R
Tmem41b,Acc3,Obesity/GLP-1R
Tmem47,Acc3,Obesity/GLP-1R
Tmem60,Acc3,Obesity/GLP-1R
Tmem64,Acc3,Obesity/GLP-1R
Tmem65,Acc3,Obesity/GLP-1R
Tmem67,Acc3,Obesity/GLP-1R
Tmem68,Acc3,Obesity/GLP-1R
Tmem70,Acc3,Obesity/GLP-1R
Tmem74,Acc3,Obesity/GLP-1R
Tmem86b,Acc3,Obesity/GLP-1R
Tmf1,Acc3,Obesity/GLP-1R
Tmod2,Acc3,Obesity/GLP-1R
Tmod3,Acc3,Obesity/GLP-1R
Tmpo,Acc3,Obesity/GLP-1R
Tmtc1,Acc3,Obesity/GLP-1R
Tmtc2,Acc3,Obesity/GLP-1R
Tmtc3,Acc3,Obesity/GLP-1R
Tmx1,Acc3,Obesity/GLP-1R
Tmx3,Acc3,Obesity/GLP-1R
Tnfaip2,Acc3,Obesity/GLP-1R
Tnfaip6,Acc3,Obesity/GLP-1R
Tnfaip8,Acc3,Obesity/GLP-1R
Tnfrsf19,Acc3,Obesity/GLP-1R
Tnfrsf21,Acc3,Obesity/GLP-1R
Tnik,Acc3,Obesity/GLP-1R
Tnip1,Acc3,Obesity/GLP-1R
Tnip2,Acc3,Obesity/GLP-1R
Tnks,Acc3,Obesity/GLP-1R
Tnks2,Acc3,Obesity/GLP-1R
Tnni1,Acc3,Obesity/GLP-1R
Tnpo1,Acc3,Obesity/GLP-1R
Tnr,Acc3,Obesity/GLP-1R
Tnrc6b,Acc3,Obesity/GLP-1R
Tns1,Acc3,Obesity/GLP-1R
Tob1,Acc3,Obesity/GLP-1R
Tob2,Acc3,Obesity/GLP-1R
Togaram1,Acc3,Obesity/GLP-1R
Tomm40l,Acc3,Obesity/GLP-1R
Tomm6,Acc3,Obesity/GLP-1R
Tomm7,Acc3,Obesity/GLP-1R
Tomm70a,Acc3,Obesity/GLP-1R
Top2b,Acc3,Obesity/GLP-1R
Tpd52,Acc3,Obesity/GLP-1R
Tpm4,Acc3,Obesity/GLP-1R
Tpp2,Acc3,Obesity/GLP-1R
Tppp,Acc3,Obesity/GLP-1R
Tppp3,Acc3,Obesity/GLP-1R
Tpst2,Acc3,Obesity/GLP-1R
Tra2a,Acc3,Obesity/GLP-1R
Tra2b,Acc3,Obesity/GLP-1R
Traf3,Acc3,Obesity/GLP-1R
Tram1,Acc3,Obesity/GLP-1R
Trappc10,Acc3,Obesity/GLP-1R
Trappc13,Acc3,Obesity/GLP-1R
Trappc2b,Acc3,Obesity/GLP-1R
Trhde,Acc3,Obesity/GLP-1R
Trhr,Acc3,Obesity/GLP-1R
Trib2,Acc3,Obesity/GLP-1R
Tril,Acc3,Obesity/GLP-1R
Trim11,Acc3,Obesity/GLP-1R
Trim13,Acc3,Obesity/GLP-1R
Trim23,Acc3,Obesity/GLP-1R
Trim36,Acc3,Obesity/GLP-1R
Trim59,Acc3,Obesity/GLP-1R
Trim66,Acc3,Obesity/GLP-1R
Trio,Acc3,Obesity/GLP-1R
Trip11,Acc3,Obesity/GLP-1R
Trip12,Acc3,Obesity/GLP-1R
Trip6,Acc3,Obesity/GLP-1R
Triqk,Acc3,Obesity/GLP-1R
Trir,Acc3,Obesity/GLP-1R
Trmt10a,Acc3,Obesity/GLP-1R
Trmt112,Acc3,Obesity/GLP-1R
Trmt13,Acc3,Obesity/GLP-1R
Trnau1ap,Acc3,Obesity/GLP-1R
Trnt1,Acc3,Obesity/GLP-1R
Trp53bp2,Acc3,Obesity/GLP-1R
Trp53inp1,Acc3,Obesity/GLP-1R
Trpc1,Acc3,Obesity/GLP-1R
Trpc5,Acc3,Obesity/GLP-1R
Trpm4,Acc3,Obesity/GLP-1R
Tsc22d2,Acc3,Obesity/GLP-1R
Tsc22d3,Acc3,Obesity/GLP-1R
Tsfm,Acc3,Obesity/GLP-1R
Tshz2,Acc3,Obesity/GLP-1R
Tsn,Acc3,Obesity/GLP-1R
Tspan12,Acc3,Obesity/GLP-1R
Tspan13,Acc3,Obesity/GLP-1R
Tspan2,Acc3,Obesity/GLP-1R
Tspan4,Acc3,Obesity/GLP-1R
Tspyl2,Acc3,Obesity/GLP-1R
Tsr3,Acc3,Obesity/GLP-1R
Tssc4,Acc3,Obesity/GLP-1R
Ttbk1,Acc3,Obesity/GLP-1R
Ttc12,Acc3,Obesity/GLP-1R
Ttc14,Acc3,Obesity/GLP-1R
Ttc19,Acc3,Obesity/GLP-1R
Ttc28,Acc3,Obesity/GLP-1R
Ttc39b,Acc3,Obesity/GLP-1R
Ttc9b,Acc3,Obesity/GLP-1R
Ttll3,Acc3,Obesity/GLP-1R
Ttll7,Acc3,Obesity/GLP-1R
Ttr,Acc3,Obesity/GLP-1R
Ttyh2,Acc3,Obesity/GLP-1R
Tuba1b,Acc3,Obesity/GLP-1R
Tubg2,Acc3,Obesity/GLP-1R
Tubgcp5,Acc3,Obesity/GLP-1R
Tubgcp6,Acc3,Obesity/GLP-1R
Tulp4,Acc3,Obesity/GLP-1R
Tvp23b,Acc3,Obesity/GLP-1R
Twf1,Acc3,Obesity/GLP-1R
Twsg1,Acc3,Obesity/GLP-1R
Txlng,Acc3,Obesity/GLP-1R
Txnip,Acc3,Obesity/GLP-1R
Txnl1,Acc3,Obesity/GLP-1R
Txnl4b,Acc3,Obesity/GLP-1R
Tyw5,Acc3,Obesity/GLP-1R
Uaca,Acc3,Obesity/GLP-1R
Uba6,Acc3,Obesity/GLP-1R
Ubald1,Acc3,Obesity/GLP-1R
Ubap2,Acc3,Obesity/GLP-1R
Ubash3b,Acc3,Obesity/GLP-1R
Ubb-ps,Acc3,Obesity/GLP-1R
Ube2a,Acc3,Obesity/GLP-1R
Ube2b,Acc3,Obesity/GLP-1R
Ube2d1,Acc3,Obesity/GLP-1R
Ube2e3,Acc3,Obesity/GLP-1R
